name,model,segment,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats
Suzuki Fronx,Fronx,Compact SUV,2012,1.22,150438,PETROL,Individual,Manual,First Owner,22.4,1439.0,105.6,5.0
Suzuki Fronx,Fronx,Compact SUV,2013,1.34,154452,Petrol,Dealer,Automatic,Third Owner,19.2 kmpl,1452.0,104.4,5.0
Suzuki Swift,Swift,Hatchback,2022,5.81,500,Petrol,Individual,Manual,First Owner,18.2,1012.0,67.0,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2013,1.94,105635,Petrol,Dealer,Manual,First Owner,21.3,1458.0,104.4,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.32,107627,Petrol,Dealer,Manual,First Owner,,,,
Suzuki Ignis,Ignis,Hatchback,2018,2.69,92379,Petrol,Individual,Automatic,First Owner,23.3,1003.0,69.5,5.0
Suzuki S-Presso,S-Presso,Hatchback,2017,1.73,53467,CNG,Individual,Manual,First Owner,29.9,1010.0,62.8,5.0
Suzuki WagonR,WagonR,Hatchback,2017,2.2,62783,Petrol,Individual,Manual,First Owner,22.4,1002.0,63.4,5.0
Suzuki Celerio,Celerio,Hatchback,2021,3.31,28633,Petrol,Individual,Manual,Third Owner,23.2,1012.0,67.2,5.0
Suzuki XL6,XL6,MUV,2021,8.47,24307,Petrol,Individual,Automatic,First Owner,20.7 kmpl,1470.0,107.0,6.0
Suzuki Dzire,Dzire,Sedan,2018,3.38,37960,Petrol,Dealer,Manual,First Owner,23.7,1194.0,83.0,5.0
Suzuki Dzire,Dzire,Sedan,2019,3.33,56055,Petrol,Individual,Manual,First Owner,21.5,1197.0,84.7,5.0
Suzuki Ciaz,Ciaz,Sedan,2013,1.88,152517,CNG,Dealer,Manual,First Owner,29.9,1215.0,81.6,5.0
Suzuki Alto K10,Alto K10,Hatchback,2023,3.63,14205,Petrol,Individual,Manual,First Owner,,1011.0,64.5,
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2015,2.07,173529,Petrol,Individual,Automatic,First Owner,18.5 kmpl,1456.0,106.1,5.0
Suzuki Dzire,Dzire,Sedan,2016,2.04,88762,Petrol,Trustmark Dealer,Manual,Second Owner,22.4,1215.0,82.7,5.0
Suzuki Dzire,Dzire,Sedan,2020,4.35,18446,CNG,Individual,Automatic,Second Owner,30.0,1211.0,82.5,5.0
Suzuki WagonR,WagonR,Hatchback,2016,2.11,88305,CNG,Individual,Manual,First Owner,31.2,991.0,64.2,5.0
Suzuki WagonR,WagonR,Hatchback,2016,1.66,107043,CNG,Individual,Manual,Second Owner,32.1,988.0,71.2,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,8.73,500,CNG,Individual,Manual,First Owner,26.9,1466.0,103.6,5.0
Suzuki Ciaz,Ciaz,Sedan,2023,8.48,9946,Petrol,Dealer,Manual,First Owner,21.1,1215.0,79.9,5.0
Suzuki Jimny,Jimny,SUV,2019,7.22,39733,Petrol,Trustmark Dealer,Manual,First Owner,17.5,1486.0,101.4,4.0
Suzuki Celerio,Celerio,Hatchback,2022,3.85,14105,Petrol,Individual,Manual,Third Owner,22.1,987.0,63.7,5.0
Suzuki WagonR,WagonR,Hatchback,2018,2.9,94432,Petrol,Individual, Automatic ,First Owner,,997.0,71.4,5.0
Suzuki Fronx,Fronx,Compact SUV,2020,5.21,33030,Petrol,Individual,Automatic,First Owner,19.3,1472.0,102.5,5.0
Suzuki Ertiga,Ertiga,MUV,2017,2.88,101884,Petrol,Trustmark Dealer,Manual,First Owner,18.1,1461.0,101.0,6.0
Suzuki Alto K10,Alto K10,Hatchback,2014,1.2,123391,CNG,Individual,Manual,Second Owner,32.3,996.0,65.7,5.0
Suzuki Dzire,Dzire,Sedan,2013,1.47,136622,Petrol,Individual,Automatic,First Owner,22.4,1201.0,80.9,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2022,8.33,36230,Petrol,Individual,Manual,Second Owner,16.2 kmpl,1480.0,101.5,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2018,3.69,65040,CNG,Dealer,Manual,First Owner,29.8,1181.0,82.7,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2012,1.35,124671,Petrol,Trustmark Dealer,Manual,First Owner,22.1,1169.0,76.1,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2020,4.84,40372,CNG,Individual,Automatic,First Owner,29.2,1199.0,78.6,5.0
Suzuki Ciaz,Ciaz,Sedan,2015,2.61,114311,Petrol,Dealer,Manual,First Owner,20.1,1207.0,84.5,5.0
Suzuki Dzire,Dzire,Sedan,2014,1.57,127249,PETROL,Individual,Automatic,Second Owner,19.6 kmpl,1182.0,80.7,5.0
Suzuki Alto K10,Alto K10,Hatchback,2009,1.2,208556,Petrol,Individual,Manual,First Owner,21.1,1006.0,64.6,5.0
Suzuki Alto K10,Alto K10,Hatchback,2023,3.54,18785,Petrol,Individual,Manual,First Owner,21.5,1002.0,64.5,5.0
Suzuki Celerio,Celerio,Hatchback,2014,1.69,88642,Petrol,Individual, Manual ,First Owner,20.8,993.0,61.4,5.0
Suzuki WagonR,WagonR,Hatchback,2023,5.32,17286,Petrol,Individual,Automatic,First Owner,21.2,1008.0,65.2,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.37,103870,Petrol,Individual,Manual,First Owner,20.2,1162.0,82.2,5.0
Suzuki Celerio,Celerio,Hatchback,2018,2.85,37162,Petrol,Individual,Manual,First Owner,20.2,1002.0,70.6,5.0
Suzuki Alto K10,Alto K10,Hatchback,2012,1.2,120783,Petrol,Trustmark Dealer,Manual,First Owner,21.0,1010.0,68.9,5.0
Suzuki Celerio,Celerio,Hatchback,2023,4.41,16572,Petrol,Individual,Manual,Second Owner,21.6,964.0,66.1,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2013,1.28,185640,CNG,Individual,Manual,Second Owner,26.7,1210.0,84.0,5.0
Suzuki Celerio,Celerio,Hatchback,2017,2.14,89609,Petrol,Individual,Manual,First Owner,21.6,981.0,66.1,5.0
Suzuki Ciaz,Ciaz,Sedan,2012,1.52,163684,Petrol,Dealer,Manual,Second Owner,21.8,1176.0,83.0,5.0
Suzuki Swift,Swift,Hatchback,2014,2.0,55601,Petrol,Individual,Manual,First Owner,,,,
Suzuki Dzire,Dzire,Sedan,2019,3.83,47995,Petrol,Individual,Manual,First Owner,22.1,1176.0,79.0,5.0
Suzuki Dzire,Dzire,Sedan,2012,1.28,135861,CNG,Dealer,Manual,First Owner,30.8,1196.0,81.0,5.0
Suzuki Ignis,Ignis,Hatchback,2017,1.99,122924,CNG,Individual,Automatic,First Owner,30.1,985.0,67.6,5.0
Suzuki Ertiga,Ertiga,MUV,2023,7.64,9148,Petrol,Dealer,Automatic,First Owner,19.2 kmpl,1456.0,102.0,7.0
Suzuki Fronx,Fronx,Compact SUV,2017,2.77,53882,Petrol,Dealer,Manual,Second Owner,21.1 kmpl,1461.0,100.3,5.0
Suzuki Ciaz,Ciaz,Sedan,2015,2.3,132714,Petrol,Dealer,Manual,First Owner,20.0,1187.0,78.6,5.0
Suzuki Swift,Swift,Hatchback,2018,2.67,71712,CNG,Individual,Manual,Second Owner,31.5,999.0,70.3,5.0
Suzuki Dzire,Dzire,Sedan,2010,1.2,177866,Petrol,Individual,Manual,First Owner,22.9,1197.0,82.1,5.0
Suzuki S-Presso,S-Presso,Hatchback,2018,1.46,102775,CNG,Dealer,Manual,Second Owner,27.5,1022.0,65.6,5.0
Suzuki XL6,XL6,MUV,2021,7.11,39238,Petrol,Individual,Manual,Second Owner,18.4,1449.0,104.4,6.0
Suzuki Baleno,Baleno,Premium Hatchback,2016,2.73,55446,Petrol,Individual,Automatic,First Owner,,,,
Suzuki Alto K10,Alto K10,Hatchback,2016,1.2,87989,Petrol,Dealer,Automatic,Fourth & Above Owner,22.3,1001.0,62.8,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2009,1.2,207528,PETROL,Dealer,Manual,Fourth & Above Owner,20.4,1428.0,103.5,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2021,6.5,15523,Petrol,Individual,Automatic,First Owner,22.4,1473.0,105.1,5.0
Suzuki Jimny,Jimny,SUV,2015,2.42,156081,Petrol,Individual,Manual,Second Owner,16.1,1462.0,99.8,5.0
Suzuki WagonR,WagonR,Hatchback,2013,1.37,112890,Petrol,Individual,Manual,First Owner,22.2,1022.0,67.6,5.0
Suzuki Dzire,Dzire,Sedan,2019,2.87,57946,Petrol,Dealer,Manual,Second Owner,22.5,1197.0,81.5,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2013,2.24,164930,Petrol,Individual,Manual,First Owner,17.7,1454.0,101.8,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2014,1.83,151019,Petrol,Individual,Manual,First Owner,18.8,1470.0,103.8,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2008,1.2,179866,CNG,Dealer,Manual,Fourth & Above Owner,28.7 kmpl,1219.0,85.0,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2019,4.32,69291,Petrol,Individual,Manual,First Owner,18.2,1457.0,103.2,5.0
Suzuki WagonR,WagonR,Hatchback,2022,4.33,27921,Petrol,Individual,Manual,First Owner,22.5,1011.0,68.9,5.0
Suzuki WagonR,WagonR,Hatchback,2016,2.05,83049,Petrol,Individual,Manual,First Owner,20.2,989.0,71.1,5.0
Suzuki Swift,Swift,Hatchback,2020,2.44,76200,CNG,Individual,Manual,Fourth & Above Owner,32.1 kmpl,1003.0,56.7,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2022,5.77,21524,CNG,Individual,Manual,First Owner,28.5,1172.0,81.0,5.0
Suzuki Ciaz,Ciaz,Sedan,2020,5.14,52021,CNG,Individual,Manual,First Owner,28.4 kmpl,1221.0,82.3,5.0
Suzuki S-Presso,S-Presso,Hatchback,2010,1.2,75661,CNG,Dealer,Manual,First Owner,29.5 kmpl,990.0,66.4,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2019,3.35,85944,Petrol,Individual,Manual,Second Owner,22.4 kmpl,1146.0,89.2,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2021,6.77,47761,Petrol,Dealer,Automatic,First Owner,22.1,1487.0,102.3,5.0
Suzuki Dzire,Dzire,Sedan,2018,3.13,43083,PETROL,Individual,Manual,Second Owner,19.7 kmpl,1203.0,76.1,5.0
Suzuki Ertiga,Ertiga,MUV,2017,4.07,83919,PETROL,Individual,Automatic,First Owner,19.8,1414.0,100.5,7.0
Suzuki Swift,Swift,Hatchback,2022,5.08,23212,Petrol,Dealer,Manual,First Owner,22.3 kmpl,1019.0,66.4,5.0
Suzuki Dzire,Dzire,Sedan,2015,1.59,96929,Petrol,Dealer,Manual,First Owner,,1210.0,85.5,
Suzuki Dzire,Dzire,Sedan,2016,2.39,66048,CNG,Individual,Manual,First Owner,29.6 kmpl,1225.0,80.8,5.0
Suzuki Ciaz,Ciaz,Sedan,2014,1.73,113139,Petrol,Individual,Manual,Fourth & Above Owner,20.1,1203.0,79.5,5.0
Suzuki Swift,Swift,Hatchback,2008,1.2,176828,Petrol,Individual,Manual,First Owner,19.7 kmpl,1006.0,68.9,5.0
Suzuki Celerio,Celerio,Hatchback,2012,1.2,128986,Petrol,Individual,Manual,First Owner,21.5,979.0,71.6,5.0
Suzuki WagonR,WagonR,Hatchback,2020,3.83,35844,Petrol,Individual,Manual,First Owner,20.9,981.0,65.0,5.0
Suzuki Swift,Swift,Hatchback,2014,1.41,129852,Petrol,Individual,Manual,Second Owner,22.5 kmpl,1000.0,70.4,5.0
Suzuki WagonR,WagonR,Hatchback,2021,3.29,49662,Petrol,Dealer, Manual ,First Owner,21.3,982.0,70.1,5.0
Suzuki WagonR,WagonR,Hatchback,2017,1.91,119352,Petrol,Dealer, Automatic ,First Owner,22.7 kmpl,1013.0,69.7,5.0
Suzuki WagonR,WagonR,Hatchback,2018,2.64,56041,Petrol,Individual,Automatic,First Owner,21.1 kmpl,982.0,67.5,5.0
Suzuki Jimny,Jimny,SUV,2018,5.98,60467,Petrol,Individual,Automatic,First Owner,17.2,1474.0,104.4,4.0
Suzuki Celerio,Celerio,Hatchback,2015,1.2,125323,Petrol,Individual,Manual,Third Owner,20.1 kmpl,1008.0,67.1,5.0
Suzuki Dzire,Dzire,Sedan,2017,1.65,159138,Petrol,Individual,Manual,Third Owner,21.2 kmpl,1201.0,78.0,5.0
Suzuki WagonR,WagonR,Hatchback,2012,1.2,139611,Petrol,Individual,Manual,First Owner,21.3,1010.0,65.7,5.0
Suzuki Swift,Swift,Hatchback,2012,1.2,176071,CNG,Individual,Manual,Second Owner,30.8,1011.0,62.6,5.0
Suzuki Dzire,Dzire,Sedan,2019,3.3,78328,Petrol,Dealer,Manual,First Owner,21.5,1191.0,86.6,5.0
Suzuki Swift,Swift,Hatchback,2022,4.94,15983,Petrol,Dealer, Manual ,First Owner,19.8,1010.0,67.3,5.0
Suzuki Ciaz,Ciaz,Sedan,2018,3.92,81559,Petrol,Individual,Manual,Second Owner,20.7,1205.0,84.6,5.0
Suzuki Swift,Swift,Hatchback,2019,3.09,57011,CNG,Individual, Automatic ,Second Owner,30.9,985.0,68.3,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2013,2.36,124008,Petrol,Individual,Automatic,First Owner,17.0,1459.0,107.6,5.0
Suzuki Swift,Swift,Hatchback,2015,1.8,100779,CNG,Individual, Automatic ,Third Owner,30.4 kmpl,1009.0,71.7,5.0
Suzuki WagonR,WagonR,Hatchback,2017,2.21,61333,CNG,Dealer,Manual,First Owner,29.8,964.0,62.1,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2008,1.2,146110,Petrol,Individual,Manual,First Owner,20.6,1471.0,102.3,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,6.0,22656,Petrol,Individual,Manual,Second Owner,22.4,1457.0,100.2,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2008,1.33,114454,Petrol,Individual,Manual,Second Owner,15.5,1498.0,108.4,4.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2018,4.31,59696,Petrol,Dealer,Manual,First Owner,21.7,1473.0,105.3,5.0
Suzuki WagonR,WagonR,Hatchback,2023,4.83,19455,Petrol,Individual,Manual,First Owner,19.3,996.0,67.0,5.0
Suzuki Dzire,Dzire,Sedan,2023,5.56,19683,Petrol,Dealer,Manual,First Owner,20.7,1167.0,85.4,5.0
Suzuki Ciaz,Ciaz,Sedan,2023,9.14,17225,Petrol,Individual,Automatic,First Owner,21.3,1210.0,84.1,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2015,1.66,127027,PETROL,Individual,Manual,First Owner,23.8 kmpl,1204.0,86.1,5.0
Suzuki S-Presso,S-Presso,Hatchback,2021,2.49,38133,CNG,Dealer,Manual,Second Owner,29.5,1018.0,69.1,5.0
Suzuki Celerio,Celerio,Hatchback,2017,1.63,102994,PETROL,Trustmark Dealer, Manual ,First Owner,20.8,991.0,63.7,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2019,5.66,62127,Petrol,Trustmark Dealer,Automatic,First Owner,16.3,1460.0,105.2,5.0
Suzuki WagonR,WagonR,Hatchback,2015,1.42,115860,Petrol,Trustmark Dealer,Manual,Second Owner,21.3 kmpl,991.0,64.6,5.0
Suzuki XL6,XL6,MUV,2016,4.66,83999,Diesel,Individual,Automatic,First Owner,23.9,1510.0,103.6,7.0
Suzuki Swift,Swift,Hatchback,2014,1.71,111460,Petrol,Dealer,Manual,First Owner,19.4,1018.0,67.0,5.0
Suzuki Swift,Swift,Hatchback,2021,4.51,44620,Petrol,Dealer, Automatic ,Second Owner,21.3,979.0,69.0,5.0
Suzuki Ertiga,Ertiga,MUV,2014,1.72,141591,Petrol,Dealer,Manual,Second Owner,19.4,1493.0,101.8,6.0
Suzuki Fronx,Fronx,Compact SUV,2020,4.26,75158,Petrol,Individual,Automatic,Third Owner,17.6,1454.0,103.1,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2018,3.64,76253,Petrol,Individual,Automatic,First Owner,21.0,1443.0,100.7,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2014,2.78,116247,PETROL,Individual,Manual,First Owner,16.3,1470.0,104.9,5.0
Suzuki Fronx,Fronx,Compact SUV,2014,1.63,136744,Petrol,Individual,Manual,First Owner,20.2,1466.0,96.8,5.0
Suzuki Swift,Swift,Hatchback,2016,2.24,86920,Petrol,Individual,Manual,First Owner,22.3 kmpl,986.0,69.5,5.0
Suzuki WagonR,WagonR,Hatchback,2019,2.73,53852,CNG,Dealer,Manual,Second Owner,30.5,987.0,69.7,5.0
Suzuki WagonR,WagonR,Hatchback,2015,1.68,113563,CNG,Individual,Manual,Second Owner,28.4,991.0,63.3,5.0
Suzuki Celerio,Celerio,Hatchback,2015,1.35,135003,Petrol,Dealer,Manual,First Owner,20.5,998.0,65.2,5.0
Suzuki Dzire,Dzire,Sedan,2012,1.2,185430,Petrol,Individual,Manual,First Owner,21.8,1207.0,85.2,5.0
Suzuki Swift,Swift,Hatchback,2015,1.69,120120,Petrol,Dealer,Manual,First Owner,21.7,1027.0,65.9,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.98,72799,Petrol,Dealer,Manual,First Owner,21.2,1229.0,80.7,5.0
Suzuki Dzire,Dzire,Sedan,2023,5.91,14941,Petrol,Individual,Automatic,First Owner,21.5,1193.0,78.3,5.0
Suzuki WagonR,WagonR,Hatchback,2022,4.67,18401,CNG,Individual, Manual ,First Owner,27.3,1007.0,64.3,5.0
Suzuki S-Presso,S-Presso,Hatchback,2014,1.2,177463,Petrol,Dealer,Manual,First Owner,23.5,987.0,70.3,5.0
Suzuki Dzire,Dzire,Sedan,2023,6.75,7623,Petrol,Trustmark Dealer, Automatic ,First Owner,21.0,1205.0,82.6,5.0
Suzuki Dzire,Dzire,Sedan,2021,3.13,31894,Petrol,Individual,Manual,Fourth & Above Owner,22.5,1189.0,83.9,5.0
Suzuki Fronx,Fronx,Compact SUV,2018,3.24,48126,Petrol,Individual,Manual,Third Owner,21.4,1439.0,103.1,5.0
Suzuki Swift,Swift,Hatchback,2020,3.68,59915,CNG,Individual, Manual ,First Owner,27.5,1016.0,67.0,5.0
Suzuki WagonR,WagonR,Hatchback,2010,1.2,191167,CNG,Dealer,Automatic,Third Owner,29.8 kmpl,1008.0,64.2,5.0
Suzuki Jimny,Jimny,SUV,2019,6.67,79150,Petrol,Trustmark Dealer,Automatic,First Owner,16.5,1464.0,105.8,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2015,2.76,105452,Petrol,Individual,Manual,First Owner,21.3,1461.0,103.7,5.0
Suzuki Alto K10,Alto K10,Hatchback,2016,1.53,74116,CNG,Dealer,Manual,First Owner,30.2 kmpl,1003.0,62.5,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,8.06,6352,Petrol,Dealer,Manual,First Owner,20.2,1465.0,101.5,5.0
Suzuki Ignis,Ignis,Hatchback,2013,1.2,135643,Petrol,Individual,Manual,First Owner,22.9,976.0,66.3,5.0
Suzuki Alto K10,Alto K10,Hatchback,2011,1.2,82135,CNG,Dealer,Manual,Second Owner,32.1 kmpl,1024.0,65.1,5.0
Suzuki XL6,XL6,MUV,2014,2.34,134503,Petrol,Individual,Manual,Second Owner,20.5,1466.0,105.2,7.0
Suzuki Ertiga,Ertiga,MUV,2017,4.37,55221,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1468.0,101.7,7.0
Suzuki Jimny,Jimny,SUV,2015,3.9,103310,Petrol,Individual,Automatic,First Owner,16.8,1462.0,99.1,4.0
Suzuki XL6,XL6,MUV,2012,2.1,140108,Petrol,Individual,Manual,First Owner,20.6 kmpl,1434.0,97.0,7.0
Suzuki Baleno,Baleno,Premium Hatchback,2020,3.42,45435,Petrol,Individual,Manual,Second Owner,,,,
Suzuki Ertiga,Ertiga,MUV,2019,4.02,68809,Petrol,Trustmark Dealer,Manual,First Owner,19.4,1458.0,111.0,6.0
Suzuki Ciaz,Ciaz,Sedan,2017,3.23,101794,CNG,Dealer,Automatic,Third Owner,29.8,1192.0,84.8,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2017,4.5,65845,Petrol,Individual,Manual,First Owner,15.2,1477.0,109.7,5.0
Suzuki Ertiga,Ertiga,MUV,2017,3.49,78587,Petrol,Dealer,Automatic,First Owner,19.4,1456.0,106.5,7.0
Suzuki Baleno,Baleno,Premium Hatchback,2021,4.4,46644,Petrol,Individual,Manual,First Owner,23.8,1208.0,81.9,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2020,7.66,15812,Petrol,Trustmark Dealer,Automatic,Second Owner,16.3,1426.0,104.2,5.0
Suzuki XL6,XL6,MUV,2020,7.7,37561,Petrol,Individual,Automatic,First Owner,21.3,1467.0,105.8,7.0
Suzuki Fronx,Fronx,Compact SUV,2020,4.69,48667,Petrol,Individual,Automatic,First Owner,20.0,1462.0,103.5,5.0
Suzuki XL6,XL6,MUV,2019,5.07,58449,Petrol,Dealer,Manual,First Owner,16.4,1459.0,103.5,6.0
Suzuki Ertiga,Ertiga,MUV,2023,7.52,18669,Diesel,Individual,Manual,First Owner,22.4,1457.0,106.4,7.0
Suzuki XL6,XL6,MUV,2015,3.44,99687,Petrol,Dealer,Automatic,First Owner,21.4,1460.0,106.9,7.0
Suzuki Baleno,Baleno,Premium Hatchback,2016,2.32,101661,Petrol,Dealer,Manual,Second Owner,24.3,1198.0,78.7,5.0
Suzuki Swift,Swift,Hatchback,2016,1.77,125439,Petrol,Dealer,Automatic,First Owner,21.8,987.0,69.9,5.0
Suzuki Dzire,Dzire,Sedan,2014,1.83,84235,Petrol,Individual,Manual,First Owner,20.5,1197.0,80.7,5.0
Suzuki Dzire,Dzire,Sedan,2015,1.48,129523,Petrol,Individual,Manual,Second Owner,23.1,1180.0,84.0,5.0
Suzuki Fronx,Fronx,Compact SUV,2023,7.79,14344,Petrol,Individual,Automatic,First Owner,21.4,1435.0,97.6,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2017,3.07,85554,Petrol,Individual,Automatic,First Owner,20.0,1462.0,103.0,5.0
Suzuki Swift,Swift,Hatchback,2015,1.37,142865,Petrol,Dealer,Manual,First Owner,21.9,986.0,67.8,5.0
Suzuki Celerio,Celerio,Hatchback,2019,3.16,47542,Petrol,Dealer,Manual,First Owner,21.2,985.0,69.4,5.0
Suzuki Celerio,Celerio,Hatchback,2018,2.58,50238,Petrol,Individual,Manual,Second Owner,22.3,1007.0,67.1,5.0
Suzuki WagonR,WagonR,Hatchback,2021,3.48,36550,Petrol,Individual,Manual,First Owner,19.0,1021.0,69.9,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2019,6.86,52372,Petrol,Individual,Automatic,First Owner,15.8,1477.0,102.0,4.0
Suzuki Dzire,Dzire,Sedan,2020,3.07,70875,Petrol,Dealer,Manual,First Owner,23.5,1202.0,80.7,5.0
Suzuki Alto K10,Alto K10,Hatchback,2018,1.53,102183,Petrol,Dealer,Manual,Second Owner,,,,
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2014,2.02,111002,Petrol,Individual,Manual,Second Owner,21.6,1473.0,101.8,5.0
Suzuki Ertiga,Ertiga,MUV,2016,3.17,88601,Petrol,Individual,Manual,First Owner,19.7,1453.0,102.6,7.0
Suzuki Alto K10,Alto K10,Hatchback,2017,1.4,111426,Petrol,Individual,Manual,Second Owner,20.6 kmpl,1020.0,66.4,5.0
Suzuki WagonR,WagonR,Hatchback,2023,5.78,9569,Petrol,Individual,Automatic,First Owner,22.2,998.0,64.0,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,7.75,19813,Petrol,Trustmark Dealer,Manual,First Owner,21.2,1477.0,102.9,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2015,2.03,102829,Petrol,Dealer,Manual,Second Owner,20.5 kmpl,1462.0,103.9,5.0
Suzuki XL6,XL6,MUV,2016,2.46,125980,Petrol,Individual,Manual,Third Owner,21.5,1487.0,102.5,6.0
Suzuki Dzire,Dzire,Sedan,2023,6.18,16260,CNG,Trustmark Dealer,Automatic,Third Owner,32.1 kmpl,1221.0,84.1,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2017,1.99,106101,Petrol,Individual,Manual,Third Owner,23.1,1195.0,85.1,5.0
Suzuki WagonR,WagonR,Hatchback,2017,2.21,61333,CNG,Dealer,Manual,First Owner,29.8,964.0,62.1,5.0
Suzuki Swift,Swift,Hatchback,2022,4.4,44969,Petrol,Individual,Automatic,First Owner,22.0,1029.0,64.5,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2019,3.25,67741,Petrol,Individual,Manual,Second Owner,20.6,1211.0,88.8,5.0
Suzuki S-Presso,S-Presso,Hatchback,2023,4.24,23707,CNG,Trustmark Dealer,Automatic,First Owner,29.1,994.0,64.3,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2012,2.91,83010,Petrol,Individual,Manual,First Owner,15.2,1470.0,104.0,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2016,3.26,86955,CNG,Individual,Automatic,First Owner,30.4,1460.0,100.6,5.0
Suzuki Celerio,Celerio,Hatchback,2016,1.84,81637,Petrol,Individual,Manual,First Owner,22.4,1010.0,62.4,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2012,1.44,193736,Petrol,Individual,Manual,Second Owner,21.1,1460.0,99.4,5.0
Suzuki Ciaz,Ciaz,Sedan,2009,1.34,156824,Petrol,Individual,Manual,First Owner,22.5,1188.0,75.3,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.64,85643,Petrol,Individual,Manual,First Owner,21.2 kmpl,1213.0,85.9,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.41,92104,CNG,Individual,Manual,First Owner,32.7,1171.0,81.2,5.0
Suzuki Swift,Swift,Hatchback,2011,1.2,116729,Petrol,Individual,Manual,First Owner,20.3,991.0,63.4,5.0
Suzuki Swift,Swift,Hatchback,2014,1.88,79069,Petrol,Individual,Manual,First Owner,21.4,1001.0,63.2,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2017,3.92,71257,Petrol,Dealer,Manual,First Owner,20.2,1471.0,103.0,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2018,3.53,75849,Petrol,Individual,Manual,First Owner,20.8 kmpl,1471.0,98.6,5.0
Suzuki Ciaz,Ciaz,Sedan,2019,4.75,33541,Petrol,Dealer,Manual,First Owner,20.9,1184.0,81.1,5.0
Suzuki Ertiga,Ertiga,MUV,2018,3.51,43075,Petrol,Individual,Manual,Second Owner,20.1,1460.0,94.4,6.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2022,5.86,24418,Petrol,Individual,Automatic,Second Owner,21.0,1467.0,103.8,5.0
Suzuki Alto K10,Alto K10,Hatchback,2023,3.25,6656,Petrol,Individual,Manual,Fourth & Above Owner,20.5,1024.0,60.3,5.0
Suzuki Jimny,Jimny,SUV,2018,6.31,48243,Petrol,Dealer,Manual,First Owner,18.6,1450.0,102.4,5.0
Suzuki Dzire,Dzire,Sedan,2013,1.47,136622,Petrol,Individual,Automatic,First Owner,22.4,1201.0,80.9,5.0
Suzuki Fronx,Fronx,Compact SUV,2022,5.38,53685,Petrol,Dealer,Automatic,First Owner,19.9,1462.0,108.3,5.0
Suzuki Fronx,Fronx,Compact SUV,2021,4.84,26548,Petrol,Dealer,Manual,Second Owner,21.0,1450.0,99.2,5.0
